tweet_id,text,favorite_count,retweet_count,created_at
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 wou… https://t.co/L5cCoR2huQ,24836,4132,Sat Jul 22 16:56:37 +0000 2017
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,19274,3415,Sat Jul 22 00:23:06 +0000 2017
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want th… https://t.co/UibDBnVpvR,21153,3363,Thu Jul 20 16:49:33 +0000 2017
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ck… https://t.co/m7BR4JgDrZ,29364,5193,Wed Jul 19 16:06:48 +0000 2017
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,44999,11301,Wed Jul 19 03:39:09 +0000 2017
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,67002,17535,Wed Jul 19 00:47:34 +0000 2017
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,32733,10067,Tue Jul 18 16:08:03 +0000 2017
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suff… https://t.co/UgW2xbO7Rg,29725,5753,Tue Jul 18 00:07:08 +0000 2017
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,34141,7500,Mon Jul 17 16:17:36 +0000 2017
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help… https://t.co/RipKYZ0T1u",11703,3152,Sun Jul 16 23:58:41 +0000 2017
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,21817,4312,Sun Jul 16 20:14:00 +0000 2017
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 dee… https://t.co/iIu3AF8IWH,20591,3090,Sat Jul 15 23:25:31 +0000 2017
886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,116,4,Sat Jul 15 16:51:35 +0000 2017
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,27219,6091,Sat Jul 15 16:17:19 +0000 2017
886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,0,105,Sat Jul 15 02:45:48 +0000 2017
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1… https://t.co/lWeeGBBXmE,31687,6549,Fri Jul 14 22:10:11 +0000 2017
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,34974,6215,Thu Jul 13 15:58:47 +0000 2017
885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,19873,3620,Thu Jul 13 15:19:09 +0000 2017
885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,0,17920,Thu Jul 13 01:35:06 +0000 2017
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongu… https://t.co/JMU4y341NB,21295,4235,Wed Jul 12 16:03:00 +0000 2017
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",75166,17618,Wed Jul 12 00:01:00 +0000 2017
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great L… https://t.co/DbNzLkDIxh,27116,5427,Tue Jul 11 20:47:12 +0000 2017
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,23608,4526,Tue Jul 11 00:00:02 +0000 2017
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (I… https://t.co/JkL9KmUt8X",26253,5479,Mon Jul 10 15:58:53 +0000 2017
884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,70866,19832,Mon Jul 10 03:08:17 +0000 2017
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for… https://t.co/KcQj5mNR4m,19790,2882,Sun Jul 09 21:29:42 +0000 2017
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup… https://t.co/zrf7IQnlHI,21273,3331,Sun Jul 09 00:00:04 +0000 2017
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",44625,9594,Sat Jul 08 00:28:19 +0000 2017
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpupti… https://t.co/vAdjP5ANuJ,22046,3586,Fri Jul 07 16:22:55 +0000 2017
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",36122,6443,Fri Jul 07 00:17:54 +0000 2017
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,23263,3795,Thu Jul 06 15:58:11 +0000 2017
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,27504,4732,Thu Jul 06 00:46:41 +0000 2017
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (… https://t.co/KoU1kxPBcn,27162,5889,Wed Jul 05 15:48:34 +0000 2017
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,43674,11215,Tue Jul 04 16:01:23 +0000 2017
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13… https://t.co/cj0lK9TLUv",28530,4795,Tue Jul 04 01:18:17 +0000 2017
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,23638,3286,Mon Jul 03 16:04:48 +0000 2017
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,49194,10336,Mon Jul 03 00:11:11 +0000 2017
881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,124,7,Sun Jul 02 21:58:53 +0000 2017
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: p… https://t.co/w1FVZz0JFM",48057,15443,Sun Jul 02 15:32:16 +0000 2017
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate… https://t.co/J4Q5YjzLH0,22488,5022,Sat Jul 01 21:49:04 +0000 2017
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,16584,2697,Fri Jun 30 23:47:07 +0000 2017
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only plea… https://t.co/1nxJLhk0Sd,20680,3702,Fri Jun 30 19:35:32 +0000 2017
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,27736,6072,Thu Jun 29 16:39:47 +0000 2017
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,26284,4080,Thu Jun 29 00:27:25 +0000 2017
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good p… https://t.co/yxYE3cWcCP,26858,4202,Wed Jun 28 16:09:20 +0000 2017
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,21734,3383,Wed Jun 28 00:42:13 +0000 2017
879674319642796034,@RealKentMurphy 14/10 confirmed,302,10,Tue Jun 27 12:14:36 +0000 2017
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,22796,3078,Tue Jun 27 00:10:17 +0000 2017
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,102936,42919,Mon Jun 26 19:07:24 +0000 2017
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get… https://t.co/RqUrIisQta,16357,3015,Mon Jun 26 16:31:08 +0000 2017
879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,0,6593,Mon Jun 26 00:13:58 +0000 2017
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1… https://t.co/ffTAMZt2n7,21917,4554,Sun Jun 25 18:56:45 +0000 2017
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,18467,2612,Sun Jun 25 16:07:47 +0000 2017
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back… https://t.co/0Uxl9Gq7hN,18891,3998,Sun Jun 25 00:45:22 +0000 2017
878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,29393,6972,Sat Jun 24 13:24:20 +0000 2017
878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",0,1247,Sat Jun 24 00:09:53 +0000 2017
878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,0,6442,Fri Jun 23 18:17:33 +0000 2017
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below… https://t.co/5HuiInQveF",7526,1247,Fri Jun 23 16:00:04 +0000 2017
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,40926,6593,Fri Jun 23 01:10:23 +0000 2017
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,77582,18501,Thu Jun 22 03:54:17 +0000 2017
877611172832227328,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,0,78,Wed Jun 21 19:36:23 +0000 2017
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would en… https://t.co/rc53DmRHwK,22133,3689,Wed Jun 21 15:58:08 +0000 2017
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for wa… https://t.co/tVXlmh3uX3",26677,5041,Wed Jun 21 00:06:44 +0000 2017
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congra… https://t.co/kVwm88J6Yr,26406,5420,Tue Jun 20 16:29:50 +0000 2017
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug pa… https://t.co/zuDk9mBEMO,20142,3239,Mon Jun 19 16:24:33 +0000 2017
876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for a… https://t.co/ghfhFSYrMm,22937,4506,Sun Jun 18 20:30:39 +0000 2017
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super du… https://t.co/ccBFQU5UWO,18275,2318,Sun Jun 18 16:57:37 +0000 2017
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scr… https://t.co/9NqZV4WwyX",27220,4543,Sat Jun 17 16:52:05 +0000 2017
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal… https://t.co/XRwtpQiJ15",24534,4166,Fri Jun 16 16:11:53 +0000 2017
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 w… https://t.co/wK0pt8Cnck,21371,4802,Thu Jun 15 00:13:52 +0000 2017
875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,26702,5891,Wed Jun 14 21:06:43 +0000 2017
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,24829,4596,Wed Jun 14 16:04:48 +0000 2017
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,27120,4519,Tue Jun 13 17:29:20 +0000 2017
874434818259525634,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,0,14306,Tue Jun 13 01:14:41 +0000 2017
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,25410,3999,Mon Jun 12 16:06:11 +0000 2017
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Than… https://t.co/0MXV9ZDhS5",22143,3849,Mon Jun 12 00:15:36 +0000 2017
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.… https://t.co/jonYjPNmYx",33661,10132,Sun Jun 11 21:18:31 +0000 2017
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13… https://t.co/jbitZ0V20S",23622,3837,Sat Jun 10 16:39:04 +0000 2017
873337748698140672,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",0,1546,Sat Jun 10 00:35:19 +0000 2017
873213775632977920,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below… https://t.co/CWPYZJvjrI,7054,1546,Fri Jun 09 16:22:42 +0000 2017
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10… https://t.co/8rpIJr9sAC,26673,5281,Fri Jun 09 00:02:31 +0000 2017
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase dail… https://t.co/M15eX8HhsR",14381,3613,Thu Jun 08 14:20:41 +0000 2017
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,20296,3603,Thu Jun 08 01:06:27 +0000 2017
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it toge… https://t.co/xFWhrdMuTh,39769,8817,Wed Jun 07 16:14:40 +0000 2017
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily ge… https://t.co/l4qou61pKu,33599,7951,Tue Jun 06 16:07:15 +0000 2017
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supuppor… https://t.co/vgvqHeVsE0,37069,10905,Tue Jun 06 00:01:46 +0000 2017
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs p… https://t.co/NxsjNYcUBx,19828,3408,Mon Jun 05 16:15:56 +0000 2017
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good wit… https://t.co/1HZLp9TE6u,19757,3385,Sun Jun 04 23:56:03 +0000 2017
871166179821445120,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,0,5578,Sun Jun 04 00:46:17 +0000 2017
871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,20495,5404,Sat Jun 03 20:33:19 +0000 2017
871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/1… https://t.co/ESmXMT4AxF",22205,3743,Sat Jun 03 15:55:36 +0000 2017
870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a… https://t.co/oZ7H2eO79W,32942,6078,Sat Jun 03 00:48:22 +0000 2017
870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,116,3,Fri Jun 02 19:38:25 +0000 2017
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:… https://t.co/EHTUbra0oP",12153,2596,Fri Jun 02 15:00:16 +0000 2017
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental s… https://t.co/6SWu4xkvDk,81134,25778,Thu Jun 01 20:18:38 +0000 2017
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop with… https://t.co/LR0TT56LvT",21426,4082,Thu Jun 01 16:00:09 +0000 2017
870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenien… https://t.co/pf6BEpgCfo,35927,8199,Wed May 31 23:43:25 +0000 2017
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",41664,9872,Wed May 31 04:27:59 +0000 2017
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave unti… https://t.co/RjBqu7O8Yw,27734,6246,Tue May 30 23:51:58 +0000 2017
869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 1… https://t.co/8UTtgmsPdl,15706,3088,Tue May 30 16:49:31 +0000 2017
869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wou… https://t.co/2lERR4Uoyt,20118,3741,Mon May 29 16:24:37 +0000 2017
868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,64463,14278,Sun May 28 17:23:24 +0000 2017
868639477480148993,"RT @dog_rates: Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://…",0,2057,Sun May 28 01:26:04 +0000 2017
868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,26284,5227,Sun May 28 00:18:35 +0000 2017
868552278524837888,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help… https://t.co/0xI8JbHfLa,9963,2057,Sat May 27 19:39:34 +0000 2017
867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank… https://t.co/DI5BnH6c3G",23820,4126,Fri May 26 00:29:37 +0000 2017
867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,33466,7265,Thu May 25 16:10:44 +0000 2017
867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12… https://t.co/nqhQ44KnQL,15885,2470,Wed May 24 16:44:18 +0000 2017
867072653475098625,RT @rachaeleasler: these @dog_rates hats are 13/10 bean approved https://t.co/nRCdq4g9gG,0,119,Tue May 23 17:40:04 +0000 2017
867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. T… https://t.co/Qk5Xvus2gJ",31785,7784,Tue May 23 16:16:06 +0000 2017
866720684873056260,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4,19797,4766,Mon May 22 18:21:28 +0000 2017
866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would pu… https://t.co/PSJxrMtzCu,19017,3448,Mon May 22 16:06:55 +0000 2017
866450705531457537,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",120667,35006,Mon May 22 00:28:40 +0000 2017
866334964761202691,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,51845,14306,Sun May 21 16:48:45 +0000 2017
866094527597207552,"RT @dog_rates: Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK…",0,8300,Sun May 21 00:53:21 +0000 2017
865718153858494464,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 ext… https://t.co/EzSWgvFLSD",25331,5577,Fri May 19 23:57:46 +0000 2017
865359393868664832,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a Ble… https://t.co/SOuLinJPxm,26154,4971,Fri May 19 00:12:11 +0000 2017
865006731092295680,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurcha… https://t.co/PkOCMFCY5U,27699,7639,Thu May 18 00:50:50 +0000 2017
864873206498414592,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/… https://t.co/0ryaeQJlsv,31922,8664,Wed May 17 16:00:15 +0000 2017
864279568663928832,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anythin… https://t.co/286ea8nY0m,14461,3007,Tue May 16 00:41:21 +0000 2017
864197398364647424,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,29812,8885,Mon May 15 19:14:50 +0000 2017
863907417377173506,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*… https://t.co/U6bao5cpeB,20420,4121,Mon May 15 00:02:33 +0000 2017
863553081350529029,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,15159,4166,Sun May 14 00:34:33 +0000 2017
863471782782697472,"RT @dog_rates: Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://…",0,2435,Sat May 13 19:11:30 +0000 2017
863432100342583297,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything… https://t.co/8yDrJVW4V6,23595,5218,Sat May 13 16:33:49 +0000 2017
863427515083354112,"@Jack_Septic_Eye I'd need a few more pics to polish a full analysis, but based on the good boy content above I'm leaning towards 12/10",2230,96,Sat May 13 16:15:35 +0000 2017
863079547188785154,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the… https://t.co/zghdwwB2nL",8694,1098,Fri May 12 17:12:53 +0000 2017
863062471531167744,Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help… https://t.co/G471HWPXet,8434,2435,Fri May 12 16:05:02 +0000 2017
862831371563274240,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen,… https://t.co/bLy0kgX5n6",19015,5099,Fri May 12 00:46:44 +0000 2017
862722525377298433,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 w… https://t.co/RGMQzkgo9c",16933,3519,Thu May 11 17:34:13 +0000 2017
862457590147678208,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and… https://t.co/5DPDPGiFMr",20348,4950,Thu May 11 00:01:27 +0000 2017
862096992088072192,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,73918,23238,Wed May 10 00:08:34 +0000 2017
